source_id;idzz;ico;name;provider_name;specialty;address_street;address_city;address_zip;district;region;email;phone;insurance;source;registry_state
66-57584559-A0001;66-57584559-A0001;;Ambulancia zubného lekárstva, Banská Bystrica;SepoDent s. r. o.;Zubné lekárstvo;Terézie Vansovej 427/19;Banská Bystrica;97401;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-57560510-A0001;66-57560510-A0001;;Ambulancia zubného lekárstva, Banská Bystrica;Dianadent, s. r. o.;Zubné lekárstvo;Horná 60;Banská Bystrica;97401;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-57528004-A0001;66-57528004-A0001;;Ambulancia zubného lekárstva, MUDr. Ján Kasper, Banská Bystrica;KASTOM s. r. o.;Zubné lekárstvo, Dentoalveolárna chirurgia, Implantológia;Sládkovičova 14200/7A;Banská Bystrica;97405;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-50087223-A0004;66-50087223-A0004;;Ambulancia zubného lekárstva, Yurii Reshetniak, Banská Bystrica;MiradoDent, s.r.o.;Zubné lekárstvo;Mlynská 3945/29;Banská Bystrica;97409;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-50087223-A0005;66-50087223-A0005;;Ambulancia zubného lekárstva, Banská Bystrica;MiradoDent, s.r.o.;Zubné lekárstvo;Mlynská 3945/29;Banská Bystrica;97409;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-46991492-A0004;66-46991492-A0004;;Jednodňová zdravotná starostlivosť, zubné lekárstvo, Banská Bystrica;EDEMED s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Horná 14021/61A;Banská Bystrica;97401;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-45452245-A0002;66-45452245-A0002;;Ambulancia zubného lekárstva, Banská Bystrica;Zubnička s.r.o.;Zubné lekárstvo;Nad plážou 6873/8;Banská Bystrica;97401;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-36618799-A0006;66-36618799-A0006;;Ambulancia zubného lekárstva, MDDr. Ivana Pollaková, Banská Bystrica;KOHAJDA, s.r.o.;Zubné lekárstvo;Horná 14021/61A;Banská Bystrica;97401;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-57106983-A0001;66-57106983-A0001;;Ambulancia zubného lekárstva, Banská Bystrica;MVStomatology s. r. o.;Zubné lekárstvo;Na Zábave 3826/13;Banská Bystrica;97411;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-55168850-A0001;66-55168850-A0001;;Ambulancia zubného lekárstva, Banská Bystrica;SensoDent, s. r. o.;Zubné lekárstvo;Partizánska cesta 6626/3;Banská Bystrica;97401;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-50727184-A0003;66-50727184-A0003;;Ambulancia zubného lekárstva, Banská Bystrica;Prodental Dental Clinic s.r.o.;Zubné lekárstvo;Starohorská 6880/72;Banská Bystrica;97411;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-50727184-A0004;66-50727184-A0004;;Ambulancia zubného lekárstva, Selce;Prodental Dental Clinic s.r.o.;Zubné lekárstvo;Partizánska ulica 159/38;Selce;97611;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-56547633-A0001;66-56547633-A0001;;Ambulancia zubného lekárstva, Banská Bystrica;R BB Dent s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia, Implantológia;Nad plážou 14458/9B;Banská Bystrica;97401;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-56642709-A0001;66-56642709-A0001;;Ambulancia zubného lekárstva, Banská Bystrica;AnestDentClinic, s. r. o.;Zubné lekárstvo;Partizánska cesta 6626/3;Banská Bystrica;97401;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-36733768-A0004;66-36733768-A0004;;Ambulancia zubného lekárstva, Banská Bystrica;DUODENT Banská Bystrica, spol. s r. o.;Zubné lekárstvo, Dentoalveolárna chirurgia, Implantológia;Dolná 177/44;Banská Bystrica;97401;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-36733768-A0005;66-36733768-A0005;;Ambulancia zubného lekárstva, Banská Bystrica;DUODENT Banská Bystrica, spol. s r. o.;Zubné lekárstvo, Dentoalveolárna chirurgia, Implantológia;Dolná 177/44;Banská Bystrica;97401;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-54623791-A0002;66-54623791-A0002;;Smileverse Dental Care, Banská Bystrica;Smileverse s. r. o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Cesta k nemocnici 1231/23;Banská Bystrica;97401;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-46991492-A0003;66-46991492-A0003;;Ambulancia zubného lekárstva, Banská Bystrica;EDEMED s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Horná 14021/61A;Banská Bystrica;97401;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-53234626-A0001;66-53234626-A0001;;Ambulancia zubného lekárstva, Banská Bystrica;StomaBB, s.r.o.;Zubné lekárstvo;Horná 14021/61A;Banská Bystrica;97401;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-55478336-A0001;66-55478336-A0001;;Ambulancia dentálnej hygieny, Banská Bystrica;Bc. Michaela Márniková;Dentálna hygiena;Na Zábave 3826/13;Banská Bystrica;97411;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-55393420-A0001;66-55393420-A0001;;Úsmevdent, Banská Bystrica;YS s. r. o.;Zubné lekárstvo;Sládkovičova 6969/9;Banská Bystrica;97405;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-55204643-A0001;66-55204643-A0001;;Ambulancia zubného lekárstva, Banská Bystrica;SUJA DENTAL CARE s. r. o.;Zubné lekárstvo;Spojová 6986/25;Banská Bystrica;97404;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-46889027-A0002;66-46889027-A0002;;Ambulancia zubného lekárstva, Banská Bystrica;KAIROS DENTAL s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Námestie Ludvika Svobodu 3865/1;Banská Bystrica;97401;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
51-36869139-A0001;51-36869139-A0001;;Ambulancia zubného lekárstva, Banská Bystrica;DEMIDENT Banská Bystrica s.r.o.;Zubné lekárstvo;od 19.08.2026 do 19.08.2026;;;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-54623791-A0001;66-54623791-A0001;;Ambulancia zubného lekárstva, Banská Bystrica;Smileverse s. r. o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Cesta k nemocnici 1231/23;Banská Bystrica;97401;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-54436214-A0001;66-54436214-A0001;;Ambulancia dentálnej hygieny, Banská Bystrica;Dental M s. r. o.;Dentálna hygiena;Nám. slobody 6208/5;Banská Bystrica;97401;Okres Banská Bystrica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-52419061-A0001;66-52419061-A0001;;Ambulancia zubného lekárstva, Banská Štiavnica;GUDENT s. r. o.;Zubné lekárstvo;, vopred volať na tel. č. 0952507500 a dohodnúť si termín ošetrenia. Ošetrenia denne 8:0 - 15:00h;;;Okres Banská Štiavnica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-50592327-A0002;66-50592327-A0002;;Ambulancia zubného lekárstva, Banská Štiavnica;HEALTHY SMILE, s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Dolná 848/10;Banská Štiavnica;96901;Okres Banská Štiavnica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-36650498-A0003;66-36650498-A0003;;Ambulancia dentálnej hygieny, Banská Štiavnica;BETHYS, s.r.o.;Dentálna hygiena;Bratská 1491/17;Banská Štiavnica;96901;Okres Banská Štiavnica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-50592327-A0001;66-50592327-A0001;;Ambulancia zubného lekárstva, Banská Štiavnica;HEALTHY SMILE, s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Dolná 848/10;Banská Štiavnica;96901;Okres Banská Štiavnica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-31898335-A0001;66-31898335-A0001;;Ambulancia zubného lekárstva, Banská Štiavnica;MUDr. Dušan Hric;Zubné lekárstvo;Mládežnícka 760/6;Banská Štiavnica;96901;Okres Banská Štiavnica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-42309760-A0001;66-42309760-A0001;;Ambulancia zubného lekárstva, Banská Štiavnica;MDDr. Lucia Kminiaková;Zubné lekárstvo;Energetikov 1492/1;Banská Štiavnica;96901;Okres Banská Štiavnica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-48059099-A0001;66-48059099-A0001;;Ambulancia dentálnej hygieny, Banská Štiavnica;Eva Schromová;Dentálna hygiena;Križovatka 908/1;Banská Štiavnica;96901;Okres Banská Štiavnica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-36650498-A0001;66-36650498-A0001;;Ambulancia zubného lekárstva, Banská Štiavnica;BETHYS, s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Bratská 1491/17;Banská Štiavnica;96901;Okres Banská Štiavnica;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-52820483-A0003;66-52820483-A0003;;Ambulancia zubného lekárstva, Brezno;DENTISTA, s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;, zástup v čase;;;Okres Brezno;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-56646780-A0002;66-56646780-A0002;;Ambulancia zubného lekárstva, Michalová;Zubné Štúdio s.r.o.;Zubné lekárstvo;Trosky 218/1;Michalová;97657;Okres Brezno;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-57267677-A0001;66-57267677-A0001;;Ambulancia zubného lekárstva, Podbrezová;AK-Clinic s. r. o.;Zubné lekárstvo;Sládkovičova 80/16;Podbrezová;97681;Okres Brezno;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-36627089-A0005;66-36627089-A0005;;Ambulancia zubného lekárstva, Diana Sofilkanych, Predajná;29 Dent s. r. o.;Zubné lekárstvo;Kalvárska 211/3;Predajná;97663;Okres Brezno;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-50596187-A0002;66-50596187-A0002;;Ambulancia zubného lekárstva, Nemecká;SIMIdent, s.r.o.;Zubné lekárstvo;Sládkovičova 81/7;Nemecká;97697;Okres Brezno;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-56001509-A0001;66-56001509-A0001;;Ambulancia zubného lekárstva, Valaská;Bambu s. r. o.;Zubné lekárstvo;Štúrova 481/1;Valaská;97646;Okres Brezno;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-54790930-A0001;66-54790930-A0001;;Ambulancia zubného lekárstva, Brezno;ZUB BR s.r.o.;Zubné lekárstvo;Hradby 76/2;Brezno;97701;Okres Brezno;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-48243744-A0002;66-48243744-A0002;;Ambulancia dentálnej hygieny, Brezno;ONDIKOVÁ DENT s.r.o.;Dentálna hygiena;Banisko 273/1;Brezno;97701;Okres Brezno;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-54195152-A0001;66-54195152-A0001;;Ambulancia zubného lekárstva, MDDr. Kristína Kováčiková, Čierny Balog;KK-Dental s. r. o.;Zubné lekárstvo;eRecept Závodie 5/5;Čierny Balog;97652;Okres Brezno;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-51647877-A0001;66-51647877-A0001;;ADENT s.r.o., Brezno;Adent s.r.o.;Zubné lekárstvo;Nábrežie Dukelských hrdinov 852/6;Brezno;97701;Okres Brezno;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-45295573-A0003;66-45295573-A0003;;Ambulancia zubného lekárstva, Brezno;DL smile, s.r.o.;Zubné lekárstvo;Štúrova 891/14;Brezno;97701;Okres Brezno;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-45295573-A0004;66-45295573-A0004;;Ambulancia dentálnej hygieny, Brezno;DL smile, s.r.o.;Dentálna hygiena;Štúrova 891/14;Brezno;97701;Okres Brezno;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-44341181-A0003;66-44341181-A0003;;Ambulancia zubného lekárstva, Brezno;Krošláková, s.r.o.;Zubné lekárstvo;Hronská 1752/2;Brezno;97701;Okres Brezno;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-50596187-A0001;66-50596187-A0001;;Ambulancia zubného lekárstva, MDDr. Simona Varholáková, Nemecká;SIMIdent, s.r.o.;Zubné lekárstvo;Sládkovičova 81/7;Nemecká;97697;Okres Brezno;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-47448164-A0002;66-47448164-A0002;;Ambulancia zubného lekárstva, MDDr. Miroslava Košíková, Michalová;PRODENTAL s.r.o.;Zubné lekárstvo;Trosky 218/1;Michalová;97657;Okres Brezno;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-47448164-A0001;66-47448164-A0001;;Ambulancia zubného lekárstva, MDDr. Miroslava Simanová, Brezno;PRODENTAL s.r.o.;Zubné lekárstvo;Bolestivých pacientov ošetrí MUDr. Uhrík (048/;88) do;61113;Okres Brezno;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-48243744-A0001;66-48243744-A0001;;Ambulancia zubného lekárstva, Brezno;ONDIKOVÁ DENT s.r.o.;Zubné lekárstvo;Banisko 273/1;Brezno;97701;Okres Brezno;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-31898572-A0001;66-31898572-A0001;;Ambulancia zubného lekárstva, Brezno;MUDr. Štefan Čemsák;Zubné lekárstvo;Rázusova 938/14;Brezno;97701;Okres Brezno;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-31898572-A0002;66-31898572-A0002;;Ambulancia zubného lekárstva, Brezno;MUDr. Štefan Čemsák;Zubné lekárstvo;Banisko 273/1;Brezno;97701;Okres Brezno;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-54067600-A0001;66-54067600-A0001;;Ambulancia zubného lekárstva, Detva;D&R Trading s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Záhradná 3323/26;Detva;96212;Okres Detva;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-45613711-A0005;66-45613711-A0005;;Ambulancia dentálnej hygieny, Hriňová;MUDr. Krnáč Štefan s.r.o.;Dentálna hygiena;Jarmočná 1440/36;Hriňová;96205;Okres Detva;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-35984082-A0002;66-35984082-A0002;;Ambulancia zubného lekárstva, Detva;MUDr. Daniel Kukliš;Zubné lekárstvo;Záhradná 3323/26;Detva;96212;Okres Detva;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-36870501-A0001;66-36870501-A0001;;Ambulancia dentálnej hygieny, Korytárky;Mgr. Eva Hanesová;Dentálna hygiena;Korytárky 52;Korytárky;96204;Okres Detva;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-50087223-A0003;66-50087223-A0003;;Ambulancia zubného lekárstva, MDDr. Monika Krnáčová, Detva;MiradoDent, s.r.o.;Zubné lekárstvo;Obrancov mieru 874/3;Detva;96212;Okres Detva;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-47216034-A0002;66-47216034-A0002;;Ambulancia zubného lekárstva, Dr. Valeri Anghileanu, Detva;KUNA-dent, s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;eRecept J. G. Tajovského 1320/5;Detva;96212;Okres Detva;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-51178036-A0001;66-51178036-A0001;;Ambulancia zubného lekárstva, Detva;VIKTORIDENT s. r. o.;Zubné lekárstvo;J. G. Tajovského 1320/5;Detva;96212;Okres Detva;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-51178036-A0002;66-51178036-A0002;;Ambulancia zubného lekárstva, Detva;VIKTORIDENT s. r. o.;Zubné lekárstvo;J. G. Tajovského 1320/5;Detva;96212;Okres Detva;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-52525368-A0001;66-52525368-A0001;;Ambulancia dentálnej hygieny, Hriňová;Mgr. Erika Machovičová;Dentálna hygiena;Jarmočná 1440;Hriňová;96205;Okres Detva;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-36640719-A0001;66-36640719-A0001;;Ambulancia zubného lekárstva, Detva;STOMATODENT s. r. o.;Zubné lekárstvo;Obrancov mieru 3189/15B;Detva;96212;Okres Detva;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-00627879-A0001;66-00627879-A0001;;Ambulancia zubného lekárstva, Kriváň;MUDr. Ladislav Majer;Zubné lekárstvo;Kriváň 381;Kriváň;96204;Okres Detva;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-35676591-A0001;66-35676591-A0001;;Ambulancia zubného lekárstva, Detva;MUDr. Erika Hegedušová;Zubné lekárstvo;Obrancov mieru 874/3;Detva;96212;Okres Detva;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-31924883-A0001;66-31924883-A0001;;Ambulancia zubného lekárstva, Detva;MUDr. Dušan Lehotský;Zubné lekárstvo;Obrancov mieru 874/3;Detva;96212;Okres Detva;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-35984082-A0001;66-35984082-A0001;;Ambulancia zubného lekárstva, Detva;MUDr. Daniel Kukliš;Zubné lekárstvo;Záhradná 3323/26;Detva;96212;Okres Detva;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-35662379-A0001;66-35662379-A0001;;Ambulancia zubného lekárstva, Vígľaš;MUDr. Alena Holčíková;Zubné lekárstvo;od 24.08.2026 do 31.08.2026;;;Okres Detva;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-36657395-A0001;66-36657395-A0001;;Ambulancia zubného lekárstva, Hriňová;Dr. PETERS s. r. o.;Zubné lekárstvo;Jarmočná 1476/39;Hriňová;96205;Okres Detva;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-51845288-A0007;66-51845288-A0007;;Ambulancia zubného lekárstva, Krupina;Milvus Dent s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;29. augusta 611/6;Krupina;96301;Okres Krupina;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-51845288-A0006;66-51845288-A0006;;Ambulancia zubného lekárstva, Krupina;Milvus Dent s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;29. augusta 611/6;Krupina;96301;Okres Krupina;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-51845288-A0005;66-51845288-A0005;;Ambulancia zubného lekárstva, Dudince;Milvus Dent s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Kúpeľná 106/3;Dudince;96271;Okres Krupina;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-45324468-A0001;66-45324468-A0001;;Ambulancia zubného lekárstva, MUDr. Jozef Virec, Krupina;GP - DENT, s.r.o.;Zubné lekárstvo;29. augusta 617/12;Krupina;96301;Okres Krupina;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
51-36680133-A0005;51-36680133-A0005;;Ambulancia zubného lekárstva, Dudince;MUDr. Doboš s.r.o.;Zubné lekárstvo;Kúpeľná 106/3;Dudince;96271;Okres Krupina;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
51-36680133-A0003;51-36680133-A0003;;Ambulancia zubného lekárstva, Hontianske Moravce;MUDr. Doboš s.r.o.;Zubné lekárstvo;OZS Kostolná, Kostolná 24/5;Hontianske Moravce;96271;Okres Krupina;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
51-36680133-A0004;51-36680133-A0004;;Ambulancia zubného lekárstva, Krupina;MUDr. Doboš s.r.o.;Zubné lekárstvo;Svätotrojičné nám. 8/8;Krupina;96301;Okres Krupina;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-36647713-A0004;66-36647713-A0004;;Ambulancia zubného lekárstva, MUDr. Eva Kelemenová, Hontianske Nemce;STOMINNER s.r.o.;Zubné lekárstvo;Hontianske Nemce 167;Hontianske Nemce;96265;Okres Krupina;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-31915329-A0001;66-31915329-A0001;;Ambulancia zubného lekárstva, Krupina;MUDr. Viera Celecová;Zubné lekárstvo;, 14.08.a 15.08.2026 ambulancia MUDr. Viera Celecová, MPH neordinuje z technických príčin. Zastupujúci MUDR. Ján Krnáč v čase od 7,30 do 11,30 hod.;;;Okres Krupina;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-31927939-A0001;66-31927939-A0001;;Ambulancia zubného lekárstva, Krupina;MUDr. Ján Krnáč;Zubné lekárstvo;M. R. Štefánika 834/1;Krupina;96301;Okres Krupina;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-57412634-A0001;66-57412634-A0001;;Ambulancia zubného lekárstva, MDDr.Lýdia Banašová, Divín;ZUBNÁ AMBULANCIA - Lýdia Banašová s. r. o.;Zubné lekárstvo;Jánskeho 658/6;Divín;98552;Okres Lučenec;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
51-35875704-A0125;51-35875704-A0125;;Ambulancia zubného lekárstva, MUDr. Tibor Chebeň, Lučenec;PRO SANUS, a.s.;Zubné lekárstvo;Ulica Erenburgova 201/1;Lučenec;98401;Okres Lučenec;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-53111401-A0004;66-53111401-A0004;;Ambulancia zubného lekárstva, Lučenec;EMELI s.r.o.;Zubné lekárstvo;Štvrť M. R. Štefánika 406/11;Lučenec;98401;Okres Lučenec;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-53111401-A0005;66-53111401-A0005;;Ambulancia zubného lekárstva, Lučenec;EMELI s.r.o.;Zubné lekárstvo;Štvrť M. R. Štefánika 406/11;Lučenec;98401;Okres Lučenec;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-53111401-A0002;66-53111401-A0002;;Ambulancia zubného lekárstva, Fiľakovo;EMELI s.r.o.;Zubné lekárstvo;Baštová 565/5;Fiľakovo;98601;Okres Lučenec;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-55620493-A0001;66-55620493-A0001;;Ambulancia zubného lekárstva, Lučenec;ZDRAVÝ SMILE s.r.o.;Zubné lekárstvo;od 07.08.2026 do 14.08.2026;;;Okres Lučenec;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-48017108-A0002;66-48017108-A0002;;Ambulancia zubného lekárstva, Lučenec;STRAUSS DENT s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Ulica T. G. Masaryka 338/28;Lučenec;98401;Okres Lučenec;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-53111401-A0001;66-53111401-A0001;;Ambulancia zubného lekárstva, Fiľakovo;EMELI s.r.o.;Zubné lekárstvo;Baštová 565/5;Fiľakovo;98601;Okres Lučenec;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-53042751-A0001;66-53042751-A0001;;Ambulancia zubného lekárstva, Lučenec;ZUBATE, s.r.o.;Zubné lekárstvo;, akútne prípady ošetrí dňa14.8.2026 do 10 tej.hodiny MUDr.Anna Balažovjechová, Duk.hrdinov, Lučenec;;;Okres Lučenec;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-52733394-A0001;66-52733394-A0001;;Ambulancia zubného lekárstva, Lučenec;KEHER Dent s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Továrenská 602;Lučenec;98401;Okres Lučenec;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-52220648-A0001;66-52220648-A0001;;KÖNIG - DENT s.r.o., Lučenec;KÖNIG - DENT s.r.o.;Zubné lekárstvo;Ulica Hany Ponickej 6325/19;Lučenec;98401;Okres Lučenec;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-51913232-A0001;66-51913232-A0001;;Ambulancia zubného lekárstva, MUDr. Ida Urbančoková, Lučenec;IDENT s.r.o.;Zubné lekárstvo;Ulica partizánska 276/17;Lučenec;98401;Okres Lučenec;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-51819139-A0001;66-51819139-A0001;;Ambulancia zubného lekárstva, Lučenec;STRIDENT - K s.r.o.;Zubné lekárstvo;Továrenská 602;Lučenec;98401;Okres Lučenec;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-46122940-A0004;66-46122940-A0004;;Ambulancia zubného lekárstva, Fiľakovo;DEV-dent, s.r.o.;Zubné lekárstvo;Obrancov mieru 1097/26;Fiľakovo;98601;Okres Lučenec;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-48076147-A0001;66-48076147-A0001;;Divín Dent, Divín;ZUB Divín s.r.o.;Zubné lekárstvo;Jánskeho 658/6;Divín;98552;Okres Lučenec;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-50176919-A0001;66-50176919-A0001;;Ambulancia zubného lekárstva, Lučenec;MEDI Help Plus, s.r.o.;Zubné lekárstvo;Ulica Martina Rázusa 1719/47;Lučenec;98401;Okres Lučenec;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-46122940-A0003;66-46122940-A0003;;Ambulancia zubného lekárstva, Lučenec;DEV-dent, s.r.o.;Zubné lekárstvo;Ulica Dukelských hrdinov 2814/2;Lučenec;98401;Okres Lučenec;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-44534744-A0001;66-44534744-A0001;;Ambulancia zubného lekárstva, Lučenec;ZA - MUDr. Marica Doleželová, s.r.o.;Zubné lekárstvo, Detské zubné lekárstvo;, zástup v čase neprítomnosti 10.8. - 21.08. je len pre pacientov s akútnou bolesťou v čase 8.00 do 10.00 p.Dr.Lidinská 10.8. - 14.8.2026 p.Dr. Chebeň 17.8.- 21.8.2026;;;Okres Lučenec;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-45944831-A0001;66-45944831-A0001;;Ambulancia zubného lekárstva, Lučenec;PANDENT s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Ulica Martina Rázusa 142/26;Lučenec;98401;Okres Lučenec;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-51121905-A0001;66-51121905-A0001;;Ambulancia zubného lekárstva, Ion Castravet, Poltár;CASTRAVET DENT, s.r.o.;Zubné lekárstvo;Sklárska 766/86;Poltár;98701;Okres Poltár;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-36706337-A0001;66-36706337-A0001;;Ambulancia zubného lekárstva, Kokava nad Rimavicou;TKdent s.r.o.;Zubné lekárstvo, čeľustná ortopédia;Kukučínova 404/45;Kokava nad Rimavicou;98505;Okres Poltár;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
66-48017108-A0001;66-48017108-A0001;;Ambulancia zubného lekárstva, Cinobaňa;STRAUSS DENT s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Banská ulica 102/78;Cinobaňa;98522;Okres Poltár;Banskobystrický samosprávny kraj;;;;e-VUC;Novy
